by,descendants,id,kids,score,time,title,type,url,text
pmzy,421.0,40274158,"[40279698, 40275049, 40275455, 40275230, 40275440, 40275653, 40281172, 40280452, 40275366, 40280655, 40285170, 40280781, 40283473, 40282246, 40275712, 40280637, 40277605, 40281561, 40278679, 40282857, 40281257, 40275402, 40280223, 40280659, 40278488, 40277822, 40280012, 40278273, 40275500, 40275112, 40275278, 40280993, 40280421, 40275533, 40280069, 40280680, 40275683, 40280787, 40274919, 40277711, 40276348]",233,1715000646,How I think about debt,story,https://collabfund.com/blog/how-i-think-about-debt/,
praseodym,249.0,40286085,"[40287160, 40287388, 40287651, 40289849, 40287744, 40292152, 40286751, 40287049, 40286863, 40287410, 40286793, 40287105, 40287238, 40288162, 40287046, 40286938, 40287242, 40286852, 40287101, 40287139, 40285858, 40287136, 40287443, 40288320, 40289277, 40287504, 40287325, 40287090, 40288023, 40288121, 40287052, 40287263, 40287116, 40293778, 40288290, 40288147, 40286900, 40288000, 40287922, 40286920]",110,1715092898,New iPad Pro with M4 chip and Apple Pencil Pro,story,https://www.apple.com/newsroom/2024/05/apple-unveils-stunning-new-ipad-pro-with-m4-chip-and-apple-pencil-pro/,
nateb2022,3.0,40267367,"[40272408, 40280245]",86,1714936433,Comprehensive Rust: free Rust course developed by the Android team at Google,story,https://google.github.io/comprehensive-rust/,
rntn,35.0,40275759,"[40277352, 40281097, 40288625, 40280228]",74,1715009070,Evaluating bias and noise induced by the U.S. Census Bureau's privacy protection,story,https://www.science.org/doi/10.1126/sciadv.adl2524,
rbanffy,21.0,40284358,"[40285989, 40285047, 40285098, 40285510, 40289771, 40285245, 40285247, 40286168, 40285432, 40285754, 40284955, 40287529]",47,1715081761,"1950s Sci-Fi Style Computers, Powered by a Z80, Built in Holland",story,https://lunduke.locals.com/post/5588902/1950s-sci-fi-style-computers-powered-by-a-z80-built-in-holland,
ruckfool,4.0,40290758,[40290841],13,1715111684,Amazon Titan Text Premier LLM with SOTA Common Sense Reasoning,story,https://aws.amazon.com/blogs/aws/build-rag-and-agent-based-generative-ai-applications-with-new-amazon-titan-text-premier-model-available-in-amazon-bedrock/,
alnvdl,29.0,40267182,"[40268679, 40267560, 40268278, 40275724, 40279593, 40267709, 40267567, 40269922, 40270151, 40269492, 40270637, 40283103, 40267486, 40267483, 40267183, 40267500]",167,1714934866,Designing furniture using the CSS grid (2023),story,https://alnvdl.github.io/2023/01/07/designing-furniture-using-the-css-grid.html,"At one point during the construction of my house, we needed designs for the kitchen and bathroom cabinets and a bedroom wardrobe.<p>I wanted full control of the design process. Doing it in vector illustration software was too painful and it was taking too long. But I didn&#x27;t have the time to learn any complex CAD tool either.<p>So I developed a small HTML&#x2F;JS&#x2F;CSS tool for designing MDF furniture by writing my own little language that transpiles into a CSS grid layout.<p>Take a look at the blog post for details:
<a href=""https:&#x2F;&#x2F;alnvdl.github.io&#x2F;2023&#x2F;01&#x2F;07&#x2F;designing-furniture-using-the-css-grid.html"" rel=""nofollow"">https:&#x2F;&#x2F;alnvdl.github.io&#x2F;2023&#x2F;01&#x2F;07&#x2F;designing-furniture-usin...</a><p>Or go directly to the tool (works best on desktop or tablet): <a href=""https:&#x2F;&#x2F;alnvdl.github.io&#x2F;squareplanner&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;alnvdl.github.io&#x2F;squareplanner&#x2F;</a>"
jseliger,17.0,40280008,"[40284972, 40282737, 40283392, 40283635, 40283465, 40283655]",26,1715032840,"Stock Buybacks, Demystified",story,https://www.md-a.co/p/stock-buybacks-demystified,
10000truths,5.0,40288082,"[40292071, 40289092, 40288795]",22,1715100245,Court Filing on TikTok Ban,story,https://newsroom.tiktok.com/en-us/court-filing-on-tiktok-ban-2024,
myth_drannon,0.0,40286963,,18,1715095914,"Microsoft closing Redfall, Hi-Fi Rush studios among other cuts",story,https://www.polygon.com/24151045/microsoft-xbox-studio-closures-tango-gameworks-arkane-austin-redfall,
ckcheng,123.0,40270219,"[40275255, 40276542, 40273847, 40281072, 40274595, 40273414, 40272064, 40274488, 40275556, 40274788, 40275820, 40280528, 40275733, 40272996, 40273072, 40279370, 40272720, 40276618, 40276124, 40271504, 40280531, 40274132, 40275106, 40274083, 40272963]",334,1714958186,BlackHole: macOS Audio Loopback Driver,story,https://github.com/ExistentialAudio/BlackHole,
g0xA52A2A,20.0,40263394,"[40266435, 40268331, 40273123, 40276117]",110,1714901339,Decoding UTF8 with parallel extract,story,https://nrk.neocities.org/articles/utf8-pext,
anandbaburajan,287.0,40277547,"[40279625, 40278846, 40278615, 40278633, 40278787, 40280076, 40285798, 40279818, 40279328, 40284941, 40278748, 40281088, 40279728, 40284027, 40279882, 40287292, 40279241, 40280185, 40278852, 40285212, 40284097, 40279299, 40278790, 40281077, 40279694, 40281856, 40279695, 40278650, 40279721, 40278540, 40282916, 40278725, 40279117, 40279853, 40281065, 40278528, 40281848, 40284759, 40279941, 40280203, 40283979, 40279865, 40283564, 40284766, 40278673, 40278611, 40278491, 40278933, 40278738, 40279177, 40280646, 40284804, 40284853, 40281361, 40280063, 40278602, 40280611, 40278625, 40282770, 40278496, 40281782, 40282673, 40283198, 40279604, 40278845, 40280778, 40281390, 40282442, 40279714, 40278583, 40278740, 40289549, 40279015, 40278494]",484,1715018579,The best way to have complex discussions?,story,https://cq2.co/blog/the-best-way-to-have-complex-discussions,
todsacerdoti,3.0,40290348,"[40291277, 40291533, 40291677]",20,1715109710,Modern WordPress – Yikes,story,https://dbushell.com/2024/05/07/modern-wordpress-themes-yikes/,
nsagent,52.0,40266791,"[40267719, 40268196, 40267471, 40268025, 40268504, 40269850, 40268273, 40273036, 40272051, 40267863, 40269216, 40268376, 40267637, 40268793, 40269867, 40267829, 40271880, 40267766]",138,1714931893,Infini-Gram: Scaling unbounded n-gram language models to a trillion tokens,story,https://arxiv.org/abs/2401.17377,
cebert,36.0,40261267,"[40277405, 40276403, 40277073, 40278871, 40289235, 40280613, 40277865, 40278404, 40276815, 40279556, 40285617, 40280343, 40279719]",79,1714866837,Project AZORIAN,story,https://www.cia.gov/legacy/museum/exhibit/project-azorian/,
_emacsomancer_,86.0,40270586,"[40271602, 40271786, 40271529, 40271578, 40272664, 40271422, 40271370, 40271801, 40284947, 40271939, 40272613, 40271859, 40271177, 40272567, 40275892, 40271103, 40271800, 40272937, 40272384, 40272821, 40272389, 40273929, 40280091, 40279295]",421,1714962426,Remnants of a legendary typeface have been rescued from the Thames,story,https://news.artnet.com/art-world/doves-typeface-2454807,
paulpan,1.0,40288972,[40291565],17,1715103660,The iPad Air is now heavier than the iPad Pro,story,https://www.theverge.com/2024/5/7/24151193/apple-ipad-air-ipad-pro-weight,
laktak,2.0,40283922,[40284459],10,1715076283,"Show HN: Playbooks for your Terminal, replacing your shell's history",story,https://github.com/laktak/tome,
dnetesn,59.0,40281340,"[40282370, 40282540, 40283180, 40285474, 40281918, 40283309, 40284443, 40282747, 40282848, 40290462, 40283091, 40282392, 40282091, 40283342, 40282413]",135,1715045543,New black hole visualization takes viewers beyond the brink,story,https://phys.org/news/2024-05-black-hole-visualization-viewers-brink.html,
znano,1.0,40287274,[40292122],4,1715097076,Show HN: Fire-ninja-bot a telegram bot fight censorship,story,https://github.com/zolagonano/fire-ninja-bot,
gigmana,1.0,40291929,[40292039],6,1715118559,Microsoft's $1M Vote of Confidence in Rust's Future,story,https://thenewstack.io/microsofts-1m-vote-of-confidence-in-rusts-future/,
EndXA,8.0,40291916,"[40292833, 40293332, 40293182, 40292301]",14,1715118481,Plain Text Offenders,story,https://plaintextoffenders.com,
7d7n,246.0,40266464,"[40266804, 40267052, 40266961, 40271458, 40266745, 40269787, 40273596, 40267197, 40266720, 40266844, 40267378, 40266815, 40266748, 40274758, 40266619, 40270240, 40273446, 40266864, 40275206, 40276077, 40267915, 40268418, 40276407, 40266579, 40266872, 40270964, 40267361, 40270543, 40282928, 40268766, 40266789, 40276646, 40274918, 40270559, 40276390, 40266904, 40270477, 40276411, 40266879, 40272152, 40266695, 40269456, 40282915, 40276323, 40271488, 40266631]",353,1714929427,Simplicity is an advantage but sadly complexity sells better (2022),story,https://eugeneyan.com/writing/simplicity/,
zaldih,20.0,40264194,"[40277766, 40279754, 40276916]",59,1714910461,A bug that spoke Russian and crashed my app,story,https://imzaldih.com/en/post/bug-spoke-russian-crashed-app/,
rglullis,168.0,40272186,"[40277284, 40273817, 40282523, 40277495, 40281363, 40280735, 40277792, 40274435, 40273677, 40275714, 40274812, 40273809, 40274455, 40273781, 40279158, 40273852, 40279844, 40281195, 40280072, 40278702, 40277231, 40274799, 40274338, 40274615, 40275221, 40278232, 40279987, 40276453, 40275311, 40279052, 40282404, 40273757, 40279276, 40281495, 40279955, 40274310, 40278623, 40282767, 40273858, 40282970, 40274913, 40279796, 40281686, 40281109, 40278007, 40274306, 40282606, 40274195, 40274074, 40274242]",237,1714981192,A useful productivity measure?,story,https://www.jamesshore.com/v2/blog/2024/a-useful-productivity-measure,
smartmic,86.0,40267559,"[40274800, 40274031, 40268532, 40275645, 40271585, 40272734, 40269321]",128,1714938041,TheDesk desktop environment,story,https://github.com/theCheeseboard/thedesk,
amanda99,170.0,40286923,"[40287348, 40288018, 40288682, 40288439, 40287807, 40287556, 40290409, 40288918, 40289816, 40288166, 40289956, 40291068, 40292859, 40287657, 40290203, 40288243, 40287650, 40289298, 40290086, 40291065, 40290325, 40287995]",133,1715095749,Giant batteries are transforming the way the U.S. uses electricity,story,https://www.nytimes.com/interactive/2024/05/07/climate/battery-electricity-solar-california-texas.html,
aconz2,2.0,40292380,[40292401],12,1715121670,Intel Arc A770: Arrays larger than 4GB crashes,story,https://github.com/intel/intel-extension-for-pytorch/issues/325,
ramboldio,81.0,40276714,"[40277974, 40277143, 40279636, 40278226, 40280104, 40279424, 40277531, 40278112, 40277833, 40278827, 40279164, 40283758, 40276896, 40278418]",214,1715014568,German public broadcasters open source their streaming platforms,story,https://www.heise.de/en/news/ARD-und-ZDF-wollen-ihren-Streaming-Code-als-Open-Source-anbieten-9709177.html,
snyhlxde,0.0,40286220,,5,1715093385,Transforming LLMs into parallel decoders boosts inference speed by up to 3.5x,story,https://hao-ai-lab.github.io/blogs/cllm/,
xk3,42.0,40275973,"[40278095, 40276970, 40280636, 40279836, 40279833, 40278750, 40283097, 40278036, 40278047]",132,1715010350,Nukefix: Simulating your nuclear weapons program,story,http://www.nukefix.org/nukepix.html,
rustoo,0.0,40291513,,5,1715116152,Indian gig workers toil at frontlines of AI revolution,story,https://economictimes.indiatimes.com/tech/technology/indian-gig-workers-toil-at-frontlines-of-ai-revolution/articleshow/109864213.cms?from=mdr,
taubek,33.0,40282290,"[40283099, 40282931, 40282811, 40284771, 40283274, 40283528, 40284012, 40282693, 40283102, 40283013, 40283104, 40284078, 40283093, 40286970, 40283460]",90,1715055553,Google begins enforcement of site reputation abuse policy,story,https://searchengineland.com/google-begins-enforcement-of-site-reputation-abuse-policy-with-portions-of-sites-being-delisted-440294,
geox,9.0,40288392,"[40289648, 40289150, 40289554]",21,1715101376,Social Security retirees face automatic cut in 9 years,story,https://www.npr.org/2024/05/06/1249406440/social-security-medicare-congress-fix-boomers-benefits,
laurex,41.0,40290903,"[40291792, 40291550, 40291307, 40291728, 40291698, 40294496, 40291713, 40291571, 40291543, 40291864, 40293187, 40291877, 40294515, 40291258]",83,1715112544,AI Doesn't Threaten Humanity. Its Owners Do,story,https://www.scientificamerican.com/article/ai-doesnt-threaten-humanity-its-owners-do/,
uncertainrhymes,145.0,40263711,"[40274842, 40264773, 40272645, 40273719, 40272277, 40274755, 40273533, 40271751, 40276428, 40273041, 40271876, 40275887, 40273063, 40279916, 40275878, 40275666, 40273653]",145,1714904897,A company is building a giant compressed-air battery in the Australian outback,story,https://www.wired.com/story/hydrostor-compressed-air-battery-california-australia-energy-climate/,
mucle6,148.0,40277933,"[40279273, 40279148, 40279045, 40286160, 40289299, 40279466, 40281398, 40284380, 40279581, 40279034, 40285438, 40278733, 40293267, 40284561, 40286947, 40280820, 40290219, 40280803, 40283141, 40278885, 40279382, 40290454, 40284932, 40288537, 40293488, 40278312, 40282991, 40281810, 40284907, 40286835, 40286559, 40279561, 40279505, 40283398, 40280984, 40282780, 40283042, 40292832, 40279566, 40285762, 40288419, 40281718, 40285111, 40279279, 40287197, 40280027, 40279570, 40279494, 40284603, 40278808, 40284224, 40285222, 40282011, 40279360, 40279274, 40279303, 40278854, 40280184, 40279392, 40285156, 40282954, 40286641, 40282842, 40280909, 40284922, 40287331, 40284456, 40279255, 40279468, 40282937, 40283716, 40279130, 40283843, 40278680, 40281633, 40279268, 40282222, 40279359, 40288578, 40282103, 40283485, 40279533, 40277942, 40279535, 40279577, 40280220, 40279007]",168,1715020413,Ask HN: What nonfiction books do you keep rereading?,story,,"I find myself rereading Antifragile, Black Swan, Lean Startup, and $100M Offers<p>All of them have significantly shaped my worldview, and I&#x27;d love to know HN&#x27;s favorite nonfiction books"
ingav,3.0,40285648,"[40294420, 40285719]",10,1715091007,Show HN: I made a toy project that helps you take better decisions,story,https://helpmedecide.ingau.me,"Do you find it hard to take decisions?<p>Presenting helpmedecide  <a href=""https:&#x2F;&#x2F;helpmedecide.ingau.me"" rel=""nofollow"">https:&#x2F;&#x2F;helpmedecide.ingau.me</a> , a toy project which helps you reach decisions faster.<p>Type in what’s bothering you and it will ask you a few questions. At the end, you are presented with a sound decision.<p>Please try it out and let me know your feedback and suggestions!"
fidotron,0.0,40284063,,4,1715078162,Object Linking and Embedding,story,https://en.wikipedia.org/wiki/Object_Linking_and_Embedding,
alessiodm,46.0,40269489,"[40269490, 40270005, 40270264, 40271218, 40270177, 40274970, 40274632, 40275661, 40275012, 40271015, 40272218, 40274786, 40270421]",510,1714950748,Deep Reinforcement Learning: Zero to Hero,story,https://github.com/alessiodm/drl-zh,
dgski,4.0,40287230,"[40289659, 40290159, 40293090]",14,1715096947,"""Consider Phlebas"" Book Review",story,https://davidgorski.substack.com/p/consider-phlebas-book-review,
jger15,93.0,40265552,"[40266193, 40265857, 40271844, 40266486, 40266964, 40266461, 40266216, 40270978, 40266048, 40266595, 40267028, 40265696, 40266111, 40275091, 40266215, 40266617, 40267546]",175,1714922719,Small Things,story,https://rishad.substack.com/p/small-things,
rustoo,0.0,40283222,,37,1715066765,We deserve more: US workers' share of the pie dwindles,story,https://www.theguardian.com/us-news/article/2024/may/06/workers-income-labor-,
ezekg,218.0,40274662,"[40276096, 40274967, 40274911, 40275781, 40275115, 40275954, 40275006, 40274957, 40275972, 40275754, 40276701, 40277618, 40275492, 40275678, 40274893, 40276446, 40277205, 40277905, 40279338, 40275160, 40275052, 40275387, 40284110, 40275323, 40274920, 40276394, 40275333, 40275281, 40285309, 40280583, 40276004, 40276512, 40279493, 40276523, 40275735, 40276661, 40280928, 40276958, 40275622, 40275692, 40276504, 40275229, 40275165, 40276256, 40275631, 40276130, 40275693, 40275980]",363,1715003410,A fourteen-day free trial ain’t gonna cut it,story,https://keygen.sh/blog/your-14-day-free-trial-aint-gonna-cut-it/,
gnabgib,11.0,40291284,"[40291699, 40291959, 40292870, 40294838, 40291493]",24,1715114897,"AstraZeneca withdrawing Covid vaccine, months after admitting rare side effect",story,https://www.telegraph.co.uk/news/2024/05/07/astrazeneca-withdrawing-covid-vaccine/,
belter,309.0,40273651,"[40277479, 40277426, 40277832, 40277882, 40278075, 40278635, 40277116, 40278438, 40277990, 40278092, 40278585, 40280754, 40277245, 40278194, 40277796, 40278578, 40278162, 40278799, 40278522, 40278048, 40281303, 40277676, 40278605, 40285080, 40278300, 40277781, 40279456, 40277826, 40278256, 40277431, 40278167, 40278760]",270,1714997134,Alternative clouds are booming as companies seek cheaper access to GPUs,story,https://techcrunch.com/2024/05/05/coreweaves-1-1b-raise-shows-the-market-for-alternative-clouds-is-booming/,
throw0101c,1.0,40284144,[40284171],3,1715079180,Witold Rybczynski: How to Build a Suburb (1995),story,http://archive.wilsonquarterly.com/essays/how-build-suburb,
bookofjoe,2.0,40291908,"[40294572, 40291913]",6,1715118448,Defense think tank MITRE to build AI supercomputer with Nvidia,story,https://www.washingtonpost.com/technology/2024/05/07/mitre-nvidia-ai-supercomputer-sandbox/,
mathgenius,1.0,40278439,[40283217],21,1715023088,The Clowder Project: an online resource for category theory and mathematics,story,https://www.clowderproject.com/,
typeofhuman,87.0,40269592,"[40272241, 40270444, 40271189, 40271565, 40273316, 40277457, 40271872, 40280988, 40272573, 40283406, 40271491, 40271963, 40275590, 40272612, 40270374, 40270500]",247,1714951940,Drug resistant bacteria found on ISS mutating to become functionally distinct,story,https://www.nasa.gov/centers-and-facilities/ames/ames-science/ames-space-biosciences/multi-drug-resistant-bacteria-found-on-iss-mutating-to-become-functionally-distinct/,
rntn,1.0,40291790,[40291791],5,1715117746,Microsoft Creates Top Secret Generative AI Service for US Spies,story,https://www.bloomberg.com/news/articles/2024-05-07/microsoft-creates-top-secret-generative-ai-service-for-us-spies,
ingve,11.0,40263042,"[40278719, 40277514]",75,1714895146,The VGA Attribute Controller Is Weird,story,http://www.os2museum.com/wp/learn-something-old-every-day-part-x-the-vga-attribute-controller-is-weird/,
breck,2.0,40280747,"[40282380, 40282154]",13,1715039096,QUAMELEON: QUAntum Materials Engineering using eLEctrOmagNetic fields,story,https://www.darpa.mil/ARC/QUAMELEON,
hddherman,185.0,40266845,"[40267441, 40268729, 40267790, 40268131, 40267731, 40267396, 40268716, 40267849, 40268638, 40267139, 40274381, 40267346, 40267971, 40279912, 40267172, 40274425, 40267119, 40273953, 40267713, 40267242, 40267498, 40271791, 40272475]",343,1714932331,"Monitoring energy usage with smart plugs, Prometheus and Grafana",story,https://ounapuu.ee/posts/2024/05/02/smartplugs/,
dnzozcan,0.0,40284572,,5,1715084153,Show HN: We built a powerful and free AI research assistant,story,https://www.join.modularmind.app/free-ai-research-assistant,"Hi everyone,<p>We have been developing a platform to enable professionals to build AI assistants to help them through their work.<p>After a few months, we realized people are trying to sell basic functionalities that can be built from scratch in a couple of hours. Due to this, individuals who are not familiar with the current SOTA are misinformed about the potential of generative models. So, we decided to open up some of our most popular templates as standalone tools for free to empower individuals and set a solid standard for what people should expect.<p>We believe the barrier to accessing cost-effective and powerful AI-powered solutions should be lowered, enabling us to achieve more collectively.<p>You can discover our other free tools on our web page as well. We have just started, and please share what you would like to see.<p>Best,
Deniz"
thelastgallon,0.0,40284548,,4,1715083890,Xiaomi can produce an SU7 every 76 seconds thanks to new production processes,story,https://carnewschina.com/2024/05/03/xiaomi-can-produce-an-su7-every-76-seconds-thanks-to-new-production-processes/,
rntn,7.0,40288257,"[40288665, 40290762, 40288536]",10,1715100877,Neoliberal economics: The road to freedom or authoritarianism?,story,https://text.npr.org/1249203297,
bookofjoe,46.0,40290833,"[40291114, 40290939, 40291346, 40291049, 40291509, 40291407, 40291014]",34,1715112178,Boeing Starliner crewed mission postponed shortly before launch,story,https://phys.org/news/2024-05-boeing-starliner-crewed-mission-postponed.html,
alex_young,18.0,40281936,"[40282895, 40285416, 40283199, 40283160, 40285600, 40281950, 40282899, 40285748, 40282955]",58,1715051117,"Spacecraft Takes Close Up Video of the Sun, Revealing Otherworldly Hellscape",story,https://futurism.com/the-byte/spacecraft-close-up-video-sun,
josh-sematic,17.0,40266922,"[40280779, 40281050, 40281024, 40280033, 40280913]",32,1714932777,Understanding UMAP (2019),story,https://pair-code.github.io/understanding-umap/,
toomuchtodo,6.0,40291203,"[40291378, 40292013]",5,1715114526,Pivot podcast host Scott Galloway: 'Tech bros conflate luck with talent',story,https://www.theguardian.com/books/article/2024/may/04/scott-galloway-algebra-of-wealth-pivot-elon-musk,
doener,16.0,40267558,"[40272044, 40273838, 40268806]",75,1714938032,Tasmota: Open-source firmware for ESP devices,story,https://tasmota.github.io/docs/,
mp187,7.0,40266635,"[40284260, 40281763, 40267372]",49,1714930836,Stereogram Tutorial (2020),story,https://www.ime.usp.br/~otuyama/stereogram/basic/index.html,
robertvc,48.0,40261550,"[40266093, 40264384, 40262698, 40264505, 40265974, 40263051, 40266194, 40265517, 40284796, 40266795, 40262342]",102,1714870865,Understanding Stein's Paradox (2021),story,https://joe-antognini.github.io/machine-learning/steins-paradox,
marvinborner,1.0,40282999,[40283188],8,1715063907,Proof of the Geometric Langlands Conjecture Part 1/5,story,https://arxiv.org/abs/2405.03599,
andy99,0.0,40293179,,8,1715128825,China's Xi gets red-carpet welcome in Serbia,story,https://www.bbc.com/news/articles/cm54pp11x3go,
gnabgib,1.0,40292159,[40293370],7,1715119958,Caffeine's Double-Edged Sword: Boosting Energy or Risking Health?,story,https://neurosciencenews.com/caffeine-health-psychology-26055/,
jsiepkes,142.0,40260399,"[40262892, 40261710, 40265101, 40265223, 40261698, 40263251, 40265428, 40261851, 40269098, 40264913, 40262803, 40265293, 40266293, 40262459, 40265262, 40263785, 40262623, 40261713]",186,1714857874,Superfest – The almost unbreakable East German Glass (2021),story,https://digitalcosmonaut.com/superfest-ceverit-glass-ddr/,
dnetesn,0.0,40283988,,3,1715077152,Judi Harvest: Creating a Honey Garden in Venice,story,https://worldsensorium.com/judi-harvest-creating-a-honey-garden-in-venice/,
paulpauper,14.0,40265986,"[40268524, 40269983, 40268309, 40268680]",53,1714925873,The Trouble with Soho,story,https://www.edwest.co.uk/p/the-trouble-with-soho,
mschuster91,1.0,40284283,[40289413],19,1715080954,"Amtrak no longer has to live 'hand to mouth', CEO says",story,https://fortune.com/2024/05/06/amtrak-infrastructure-biden-transportation-railroads-travel-stephen-gardner-federal-goverment/,
surprisetalk,0.0,40283954,,3,1715076633,"Industrial Design Student Work: ""How Long Should Objects Last?""",story,https://www.core77.com/posts/132088/Fantastic-Industrial-Design-Student-Work-How-Long-Should-Objects-Last,
sungho_,1.0,40283953,[40284223],3,1715076626,Overwhelm Yourself with as Many Tools as Possible (Why Not?),story,https://www.sungho.blog/p/overwhelm-yourself-with-as-many-tools-as-possible,
gregnavis,0.0,40288102,,7,1715100346,Ruby Science by Thoughtbot,story,https://thoughtbot.com/ruby-science/introduction.html,
nateb2022,51.0,40262115,"[40263924, 40262455, 40265849, 40263039, 40290312, 40263131, 40262662, 40263169, 40262486, 40264293, 40262943, 40264718]",88,1714880764,"Cylon: JavaScript framework for robotics, drones, and the Internet of Things",story,https://github.com/hybridgroup/cylon,
coldblues,0.0,40283799,,4,1715074701,Defense Against AI-Guided Traffic Analysis (Daita),story,https://mullvad.net/en/blog/introducing-defense-against-ai-guided-traffic-analysis-daita,
Brajeshwar,0.0,40287864,,12,1715099387,'Tungsten wall' leads to nuclear fusion breakthrough,story,https://qz.com/new-fusion-record-achieved-tungsten-encased-reactor-1851459488,
MilnerRoute,5.0,40287666,"[40290889, 40289730]",14,1715098702,Boy Scouts of America Announces Rebrand to 'Scouting America',story,https://www.cnn.com/2024/05/07/us/boy-scouts-rebrands-scouting-america-reaj/index.html,
softwaredoug,0.0,40265537,,17,1714922600,Faster sorted array intersections,story,https://softwaredoug.com/blog/2024/05/05/faster-intersect,
pabs3,26.0,40261926,"[40288405, 40265779, 40263474, 40263734, 40264129]",64,1714877547,Digital Telecommunication in HF band - WWWAN - World-Wide Wireless Area Network,story,https://pretalx.sysmocom.de/osmodevcon2024/talk/BBZBGM/,
q2loyp,249.0,40264042,"[40265558, 40266054, 40265643, 40273912, 40264932, 40265478, 40264726, 40266623, 40264887, 40264846, 40266576, 40265319, 40275045, 40273341, 40265023, 40266562, 40286850, 40266192, 40271185, 40265058, 40264811, 40265097, 40272170, 40266327, 40265363, 40267222, 40267350, 40268561, 40267950, 40265256, 40265029, 40272652, 40265988, 40265770, 40265265, 40264841, 40264691, 40265285, 40279425, 40272352, 40274342]",380,1714908677,"Take a look at Traefik, even if you don't use containers",story,https://j6b72.de/article/why-you-should-take-a-look-at-traefik/,
jcbhmr,1.0,40280996,[40281729],6,1715041379,Bikeshed: A preprocessor that turns source text into actuals specs,story,https://speced.github.io/bikeshed/,
belter,10.0,40278391,"[40280617, 40281576, 40284696, 40280325]",58,1715022830,FAA opens probe into Boeing 787: 'Employees may have falsified aircraft records',story,https://www.seattletimes.com/business/boeing-aerospace/faa-opens-new-investigation-into-boeing-787-wing-to-body-join-work/,
mfiguiere,153.0,40266728,"[40267413, 40271047, 40269354, 40267584, 40267226, 40267701, 40287563, 40268381, 40267252, 40267608, 40267286, 40267562, 40267528]",320,1714931412,Microsoft CTO: Thoughts on OpenAI (2019),story,https://twitter.com/techemails/status/1787176471146156193,
ignoramous,90.0,40264352,"[40264969, 40265846, 40267469, 40268906, 40264933, 40264795, 40271700, 40269830, 40265882, 40265516, 40264859, 40264792, 40275776, 40267239, 40264799]",320,1714912244,Machine Unlearning in 2024,story,https://ai.stanford.edu/~kzliu/blog/unlearning,
TheRealPomax,64.0,40267164,"[40273545, 40268157, 40267732, 40273259, 40272088, 40269491, 40270664, 40270785, 40267762, 40273698, 40267796, 40269877, 40269423, 40268268, 40267895, 40275876, 40270146, 40267165, 40271171]",280,1714934704,Flying planes in Microsoft Flight Simulator with a JavaScript autopilot (2023),story,https://pomax.github.io/are-we-flying/,"A (lengthy!) tutorial on how to write your own JS-based autopilot code to fly planes in Microsoft Flight Simulator with a web page to both visualize the flight and control the AP.<p>Note that this is a complete do-over of a previous page that used a combination of Python and JavaScript, and only covered basic autopilot functionality. This rewrite threw all of that out, and goes much, much further:<p>you just want to have the plane take off without having to do anything? Check, this tutorial covers auto-takeoff.<p>Flying with waypoint-based navigation, not by &quot;programming airports and radio beacons one letter at a time with a jog-dial&quot; but by just placing markers on a map and dragging those around as you please, mid-flight, Google Maps style? Check. After all, why would we not, putting a map on a webpage is super easy (barely an inconvenience).<p>In fact, let&#x27;s throw in flight plan saving and loading, so others can fly the same route!<p>And maybe you want the plane to fly a fixed distance above the ground, instead of at a fixed altitude... well: check. You&#x27;ll learn about terrain-follow using free Digital Elevation Model datasets for planet Earth.<p>And of course the big one, for the ultimate &quot;click button, JS flies the plane start to finish&quot; experience: ever wished the in-game autopilot could just land the plane for you? Well, it&#x27;s a video game, and we know programming, so: why not? We&#x27;re also implementing auto-landing and it&#x27;s going to be amazing.<p>If you play MSFS, and you&#x27;re a developer&#x2F;programmer, and you&#x27;ve always thought how cool it would be if you could just do some scripting for it... you can, there&#x27;s a <i>lot</i> of cool stuff you can do!<p>And of course if you don&#x27;t want to follow along and just want to have everything set up and ready to fly your plane, just clone <a href=""https:&#x2F;&#x2F;github.com&#x2F;Pomax&#x2F;are-we-flying"">https:&#x2F;&#x2F;github.com&#x2F;Pomax&#x2F;are-we-flying</a> and have fun."
MaysonL,0.0,40283474,,3,1715070476,An Operating System for the Web,story,https://jasongullickson.com/an-operating-system-for-the-web.html,
danny00,40.0,40261681,"[40262369, 40262640, 40262263, 40262149, 40262393, 40262928, 40262191, 40262402, 40265218, 40263221, 40263059, 40275238, 40262522, 40262386, 40263300, 40263155, 40263768, 40265169]",267,1714873145,Automated integer hash function discovery,story,https://github.com/skeeto/hash-prospector,
mpweiher,112.0,40262897,"[40274017, 40273735, 40274077, 40274134, 40274102, 40275275, 40273776, 40273829, 40274645, 40277332, 40273815, 40274333, 40273445, 40274644, 40277251, 40274582, 40275925]",141,1714893036,Swift's native Clocks are inefficient,story,https://wadetregaskis.com/swifts-native-clocks-are-very-inefficient/,
PaulHoule,52.0,40279823,"[40280398, 40281119, 40281536, 40280961, 40283734, 40280383, 40280210, 40282574]",92,1715031762,More than 100 arrested in Spain in $900k WhatsApp scheme,story,https://therecord.media/spain-arrests-whatsapp-impersonation-scams,
yuvalhazaz,15.0,40285541,"[40287505, 40286678, 40286081, 40288308]",15,1715090357,UK startup gets $1B funding for self-driving car tech,story,https://www.bbc.com/news/articles/crgypzg4edvo,
